file_path,transcript,duration_sec,word_count,char_count,speaker_id
/content/drive/MyDrive/RealTime-ASR-Project/dataset/cleaned/7850-111771-0004.wav,INDEED IF EVER A GENERAL DESERVED HONOR GRANT HAD WON IT HE HAD OPENED THE MISSISSIPPI TO NAVIGATION AND HAD CAPTURED NEARLY ONE HUNDRED THOUSAND PRISONERS AND ARMS,11.0050625,28,164,7850
/content/drive/MyDrive/RealTime-ASR-Project/dataset/cleaned/7850-111771-0005.wav,HE WAS NOW COMMANDER OF ALL THE FEDERAL FORCES,3.295,9,46,7850
/content/drive/MyDrive/RealTime-ASR-Project/dataset/cleaned/7850-111771-0006.wav,THE CAPTURE OF LEE WAS A FAR MORE DIFFICULT UNDERTAKING,3.83,10,55,7850
/content/drive/MyDrive/RealTime-ASR-Project/dataset/cleaned/7850-111771-0007.wav,TIME WORE AWAY AND ON THE NINTH OF APRIL EIGHTEEN SIXTY FIVE GRANT CAPTURED THE CONFEDERATE ARMY UNDER LEE THUS VIRTUALLY ENDING THE WAR,10.975,24,136,7850
/content/drive/MyDrive/RealTime-ASR-Project/dataset/cleaned/7850-111771-0008.wav,WHEN HIS PUBLIC SERVICES WERE FINISHED HE STARTED IN COMPANY WITH HIS WIFE SON JESSE AND A FEW FRIENDS,6.915,19,102,7850
/content/drive/MyDrive/RealTime-ASR-Project/dataset/cleaned/7850-111771-0009.wav,HIS SUCCESS SEEMS TO HAVE BEEN THE OUTGROWTH OF HARD STUDY AND ABILITY TO PERFORM THE MOST EXHAUSTIVE LABOR WITHOUT FATIGUE,8.3,21,123,7850
/content/drive/MyDrive/RealTime-ASR-Project/dataset/cleaned/7850-281318-0000.wav,SOME ARE WONDERFULLY WROUGHT PRETTY LITTLE HOMES FOR BIRDIKINS,4.175,9,62,7850
/content/drive/MyDrive/RealTime-ASR-Project/dataset/cleaned/7850-281318-0001.wav,INDEED IT IS NOT A NEST AT ALL ONLY THE BEGINNING OF ONE,4.335,13,56,7850
/content/drive/MyDrive/RealTime-ASR-Project/dataset/cleaned/7850-281318-0002.wav,AND THERE IS AN OLD STORY ABOUT THIS WHICH I SHALL TELL YOU,4.29,13,59,7850
/content/drive/MyDrive/RealTime-ASR-Project/dataset/cleaned/7850-281318-0003.wav,OH WHAT SHALL WE DO FOR A HOME,3.205,8,30,7850
/content/drive/MyDrive/RealTime-ASR-Project/dataset/cleaned/7850-281318-0004.wav,AND THE POOR SILLY THINGS RUFFLED UP THEIR FEATHERS AND LOOKED MISERABLE AS ONLY A LITTLE BIRD CAN LOOK WHEN IT IS UNHAPPY,8.345,23,122,7850
/content/drive/MyDrive/RealTime-ASR-Project/dataset/cleaned/7850-281318-0005.wav,SHE WAS INDEED A CLEVER BIRD,2.27,6,28,7850
/content/drive/MyDrive/RealTime-ASR-Project/dataset/cleaned/7850-281318-0006.wav,SHE POPPED INTO HER NEW HOUSE AND SAT THERE COMFORTABLY PEERING OUT THROUGH THE WINDOW SLITS WITH HER SHARP LITTLE EYES,7.54,21,119,7850
/content/drive/MyDrive/RealTime-ASR-Project/dataset/cleaned/7850-281318-0007.wav,AND SHE SAW THE OTHER BIRDS HOPPING ABOUT AND TWITTERING HELPLESSLY,4.31,11,67,7850
/content/drive/MyDrive/RealTime-ASR-Project/dataset/cleaned/7850-281318-0008.wav,THEN ALL THE OTHER BIRDS CHIRPED EAGERLY YES YES LET US ASK HER TO TEACH US,6.11,16,75,7850
/content/drive/MyDrive/RealTime-ASR-Project/dataset/cleaned/7850-281318-0009.wav,SO IN A GREAT COMPANY THEY CAME FLUTTERING HOPPING TWITTERING UP TO THE ELM TREE WHERE MOTHER MAGPIE NESTLED COMFORTABLY IN HER NEW HOUSE,8.705,24,137,7850
/content/drive/MyDrive/RealTime-ASR-Project/dataset/cleaned/7850-281318-0010.wav,O WISE MOTHER MAGPIE DEAR MOTHER MAGPIE THEY CRIED TEACH US HOW TO BUILD OUR NESTS LIKE YOURS FOR IT IS GROWING NIGHT AND WE ARE TIRED AND SLEEPY,12.06,29,145,7850
/content/drive/MyDrive/RealTime-ASR-Project/dataset/cleaned/7850-281318-0011.wav,THE MAGPIE SAID SHE WOULD TEACH THEM IF THEY WOULD BE A PATIENT DILIGENT OBEDIENT CLASS OF LITTLE BIRDS,7.535,19,103,7850
/content/drive/MyDrive/RealTime-ASR-Project/dataset/cleaned/7850-281318-0012.wav,AND WHERE EACH BIRD PERCHED THERE IT WAS TO BUILD ITS NEST,4.275,12,58,7850
/content/drive/MyDrive/RealTime-ASR-Project/dataset/cleaned/7850-281318-0013.wav,SHE BEGAN TO SHOW THEM HOW TO WEAVE THE BITS OF THINGS TOGETHER INTO NESTS AS THEY SHOULD BE MADE,6.04,20,97,7850
/content/drive/MyDrive/RealTime-ASR-Project/dataset/cleaned/7850-281318-0014.wav,AND SOME OF THE BIRDS WHO WERE ATTENTIVE AND CAREFUL SOON SAW HOW IT WAS DONE AND STARTED NICE HOMES FOR THEMSELVES,7.965,22,115,7850
/content/drive/MyDrive/RealTime-ASR-Project/dataset/cleaned/7850-281318-0015.wav,I THOUGHT THAT WAS THE WAY TO BEGIN,2.88,8,35,7850
/content/drive/MyDrive/RealTime-ASR-Project/dataset/cleaned/7850-281318-0016.wav,CERTAINLY OF COURSE SCREAMED THE JACKDAW,3.305,6,40,7850
/content/drive/MyDrive/RealTime-ASR-Project/dataset/cleaned/7850-281318-0017.wav,HERE WOOD PIGEON SAID MOTHER MAGPIE YOU MUST PLACE THOSE STICKS THROUGH AND ACROSS CRISS CROSS CRISS CROSS SO,8.71,19,109,7850
/content/drive/MyDrive/RealTime-ASR-Project/dataset/cleaned/7850-281318-0018.wav,CRISS CROSS CRISS CROSS SO INTERRUPTED THE WOOD PIGEON,4.72,9,54,7850
/content/drive/MyDrive/RealTime-ASR-Project/dataset/cleaned/7850-281318-0019.wav,YOU SAY YOU KNOW ALL ABOUT IT THEN GO ON AND FINISH YOUR NESTS BY YOURSELVES,5.485,16,76,7850
/content/drive/MyDrive/RealTime-ASR-Project/dataset/cleaned/7850-281318-0020.wav,MUCH LUCK MAY YOU HAVE,2.1749375,5,22,7850
/content/drive/MyDrive/RealTime-ASR-Project/dataset/cleaned/7850-281318-0021.wav,AND AWAY SHE FLEW TO HER OWN COSY NEST IN THE ELM TREE WHERE SHE WAS SOON FAST ASLEEP FORGETTING ALL ABOUT THE MATTER,7.8650625,24,117,7850
/content/drive/MyDrive/RealTime-ASR-Project/dataset/cleaned/7850-281318-0022.wav,BUT THE WOOD PIGEON WAS IN THE WORST CASE OF THEM ALL,3.85,12,53,7850
/content/drive/MyDrive/RealTime-ASR-Project/dataset/cleaned/7850-281318-0023.wav,FOR SHE HAD ONLY THE FOUNDATION LAID CRISS CROSS AS THE MAGPIE HAD SHOWN HER,5.21,15,76,7850
/content/drive/MyDrive/RealTime-ASR-Project/dataset/cleaned/7850-286674-0000.wav,A PERSON WOULD THINK THAT AFTER A FAMILY HAD LIVED SO LONG IN A PLACE ALL THE NEIGHBORS WOULD BE FOND OF THEM YET IT IS NOT SO,8.455,28,126,7850
/content/drive/MyDrive/RealTime-ASR-Project/dataset/cleaned/7850-286674-0001.wav,IT IS DISGRACEFUL,2.85,3,17,7850
/content/drive/MyDrive/RealTime-ASR-Project/dataset/cleaned/7850-286674-0002.wav,THEY THOUGHT THE TROUBLE CAME FROM BAD BRINGING UP OR NO BRINGING UP AT ALL,5.71,15,75,7850
/content/drive/MyDrive/RealTime-ASR-Project/dataset/cleaned/7850-286674-0003.wav,THEY ALWAYS ATE PLAIN FOOD AND PLENTY OF IT AND THEY NEVER ATE BETWEEN MEALS,6.22,15,76,7850
/content/drive/MyDrive/RealTime-ASR-Project/dataset/cleaned/7850-286674-0004.wav,YOU WOULD THINK THAT WITH SIX LEGS APIECE AND THREE JOINTS IN EACH LEG THEY MIGHT WALK QUITE FAST YET THEY NEVER DID,8.02,23,116,7850
/content/drive/MyDrive/RealTime-ASR-Project/dataset/cleaned/7850-286674-0005.wav,THEY DID NOT BREATHE IT INTO THEIR MOUTHS OR THROUGH GILLS BUT TOOK IT IN THROUGH SOME OPENINGS IN THE BACK PART OF THEIR BODIES,7.7,25,128,7850
/content/drive/MyDrive/RealTime-ASR-Project/dataset/cleaned/7850-286674-0006.wav,BOTH LIPS ASKED THE LARVAE,3.3,5,26,7850
/content/drive/MyDrive/RealTime-ASR-Project/dataset/cleaned/7850-286674-0007.wav,WELL OUR LOWER LIPS ANYWAY ANSWERED THE NYMPH,3.455,8,45,7850
/content/drive/MyDrive/RealTime-ASR-Project/dataset/cleaned/7850-286674-0008.wav,OUR UPPER LIPS ARE SO SMALL THEY DON'T MATTER,2.75,9,45,7850
/content/drive/MyDrive/RealTime-ASR-Project/dataset/cleaned/7850-286674-0009.wav,THEY KNEW THAT WHENEVER THEY STUCK OUT THEIR LOWER LIPS AT THE SMALL FISHES AND BUGS THEY SWAM AWAY AS FAST AS THEY COULD,7.19,24,121,7850
/content/drive/MyDrive/RealTime-ASR-Project/dataset/cleaned/7850-286674-0010.wav,INDEED THE LOWER LIP OF A DRAGON FLY CHILD MIGHT WELL FRIGHTEN PEOPLE FOR IT IS FASTENED ON A LONG JOINTED ARM LIKE THING AND HAS PINCERS ON IT WITH WHICH IT CATCHES AND HOLDS ITS FOOD,12.855,37,184,7850
/content/drive/MyDrive/RealTime-ASR-Project/dataset/cleaned/7850-286674-0011.wav,BUT SOMETIMES HE STRAIGHTENS THE JOINT AND HOLDS HIS LIP OUT BEFORE HIM AND THEN ITS PINCERS CATCH HOLD OF THINGS HE DOES THIS WHEN HE IS HUNGRY,9.15,28,144,7850
/content/drive/MyDrive/RealTime-ASR-Project/dataset/cleaned/7850-286674-0012.wav,SCARED DAH WHO'S AFRAID ANSWERED HE,4.02,6,35,7850
/content/drive/MyDrive/RealTime-ASR-Project/dataset/cleaned/7850-286674-0013.wav,HERE COMES THE SNAPPING TURTLE,2.345,5,30,7850
/content/drive/MyDrive/RealTime-ASR-Project/dataset/cleaned/7850-286674-0014.wav,SURE ENOUGH THERE HE CAME THROUGH THE SHALLOW WATER HIS WET BACK SHELL PARTLY OUT OF IT AND SHINING IN THE SUNLIGHT,7.78,22,115,7850
/content/drive/MyDrive/RealTime-ASR-Project/dataset/cleaned/7850-286674-0015.wav,THEY THOUGHT HE MIGHT BE GOING TO TAKE A NAP AFTER HIS DINNER,3.53,13,61,7850
/content/drive/MyDrive/RealTime-ASR-Project/dataset/cleaned/7850-286674-0016.wav,HE BEGAN TO DRAW IN HIS LEGS VERY VERY SLOWLY AND JUST AS HIS GREAT HARD LOWER SHELL TOUCHED THE MUD THE LAST LARVA CRAWLED OUT UNDER HIS TAIL,11.145,29,142,7850
/content/drive/MyDrive/RealTime-ASR-Project/dataset/cleaned/7850-286674-0017.wav,THE NYMPHS HAD ALREADY GOTTEN AWAY,2.745,6,34,7850
/content/drive/MyDrive/RealTime-ASR-Project/dataset/cleaned/1993-147149-0000.wav,HOW INFINITE THE WEALTH OF LOVE AND HOPE GARNERED IN THESE SAME TINY TREASURE HOUSES AND OH,6.715,17,91,1993
/content/drive/MyDrive/RealTime-ASR-Project/dataset/cleaned/1993-147149-0001.wav,WHAT BANKRUPTS IN THE WORLD WE FEEL WHEN DEATH LIKE SOME REMORSELESS CREDITOR SEIZES ON ALL WE FONDLY THOUGHT OUR OWN THE TWINS,9.535,23,127,1993
/content/drive/MyDrive/RealTime-ASR-Project/dataset/cleaned/1993-147149-0002.wav,THE GHOUL LIKE FEVER WAS NOT TO BE BRAVED WITH IMPUNITY AND BAULKED OF ITS PREY,5.76,16,79,1993
/content/drive/MyDrive/RealTime-ASR-Project/dataset/cleaned/1993-147149-0003.wav,THE BOARD NOT SO FORMIDABLE AS SHE HAD IMAGINED HAD INQUIRED INTO HER CASE AND INSTEAD OF SENDING HER TO STOKE CLAYPOLE HER HUSBAND'S BUCKINGHAMSHIRE PARISH AS SHE HAD DREADED HAD AGREED TO PAY HER RENT,14.3,36,202,1993
/content/drive/MyDrive/RealTime-ASR-Project/dataset/cleaned/1993-147149-0004.wav,MARGARET MET JEM WILSON SEVERAL DAYS AFTER HIS BROTHERS WERE SERIOUSLY ILL AND HEARD FROM HIM THE STATE OF THINGS AT HIS HOME,7.4,23,125,1993
/content/drive/MyDrive/RealTime-ASR-Project/dataset/cleaned/1993-147149-0005.wav,SHE STOPPED WITH HER HAND ON THE LATCH OF THE WILSONS DOOR TO STILL HER BEATING HEART AND LISTENED TO THE HUSHED QUIET WITHIN,7.98,24,125,1993
/content/drive/MyDrive/RealTime-ASR-Project/dataset/cleaned/1993-147149-0006.wav,SHE OPENED THE DOOR SOFTLY THERE SAT MISSUS WILSON IN THE OLD ROCKING CHAIR WITH ONE SICK DEATH LIKE BOY LYING ON HER KNEE CRYING WITHOUT LET OR PAUSE BUT SOFTLY GENTLY AS FEARING TO DISTURB THE TROUBLED GASPING CHILD WHILE BEHIND HER OLD ALICE LET HER FAST DROPPING TEARS FALL DOWN ON THE DEAD BODY OF THE OTHER TWIN WHICH SHE WAS LAYING OUT ON A BOARD PLACED ON A SORT OF SOFA SETTEE IN A CORNER OF THE ROOM,27.88,81,409,1993
/content/drive/MyDrive/RealTime-ASR-Project/dataset/cleaned/1993-147149-0007.wav,OVER THE CHILD WHICH YET BREATHED THE FATHER BENT WATCHING ANXIOUSLY FOR SOME GROUND OF HOPE WHERE HOPE THERE WAS NONE,7.91,21,118,1993
/content/drive/MyDrive/RealTime-ASR-Project/dataset/cleaned/1993-147149-0008.wav,IS THERE ANY CHANCE FOR THE OTHER ONE THINK YOU,3.39,10,47,1993
/content/drive/MyDrive/RealTime-ASR-Project/dataset/cleaned/1993-147149-0009.wav,BUT EARNEST AS THE FATHER WAS IN WATCHING THE YET LIVING HE HAD EYES AND EARS FOR ALL THAT CONCERNED THE DEAD AND SPRANG GENTLY UP AND TOOK HIS DEAD SON ON HIS HARD COUCH IN HIS ARMS WITH TENDER STRENGTH AND CARRIED HIM UPSTAIRS AS IF AFRAID OF WAKENING HIM,17.28,51,257,1993
/content/drive/MyDrive/RealTime-ASR-Project/dataset/cleaned/1993-147149-0010.wav,WISHING HIM SAID MARY IN A TONE OF INQUIRY,3.28,9,42,1993
/content/drive/MyDrive/RealTime-ASR-Project/dataset/cleaned/1993-147149-0011.wav,THEN THE MOTHER LIFTED UP HER VOICE AND WEPT,3.12,9,44,1993
/content/drive/MyDrive/RealTime-ASR-Project/dataset/cleaned/1993-147149-0012.wav,HER CRIES BROUGHT HER HUSBAND DOWN TO TRY WITH HIS ACHING HEART TO COMFORT HERS,5.28,15,79,1993
/content/drive/MyDrive/RealTime-ASR-Project/dataset/cleaned/1993-147149-0013.wav,MARY AND ALICE DREW NEAR THE FIRE AND STOOD IN QUIET SORROW FOR SOME TIME,5.075,15,73,1993
/content/drive/MyDrive/RealTime-ASR-Project/dataset/cleaned/1993-147149-0014.wav,THEN ALICE BROKE THE SILENCE BY SAYING,3.055,7,38,1993
/content/drive/MyDrive/RealTime-ASR-Project/dataset/cleaned/1993-147149-0015.wav,AFORE CHRISTMAS TIME I WAS AS FULL AS FULL COULD BE OF GOING HOME FOR GOOD AND ALL YO HAN HEARD HOW I'VE WISHED IT THIS TERRIBLE LONG TIME,8.2600625,29,138,1993
/content/drive/MyDrive/RealTime-ASR-Project/dataset/cleaned/1993-147149-0016.wav,BUT HE STAYED LONG THERE AND AT LAST HIS STURDY FRAME SHOOK WITH HIS STRONG AGONY,5.845,16,81,1993
/content/drive/MyDrive/RealTime-ASR-Project/dataset/cleaned/1993-147149-0017.wav,OH JEM DON'T GIVE WAY SO I CANNOT BEAR TO SEE YOU,3.78,12,49,1993
/content/drive/MyDrive/RealTime-ASR-Project/dataset/cleaned/1993-147149-0018.wav,HE DID NOT SPEAK AS THOUGH FEARING TO DESTROY BY SOUND OR MOTION THE HAPPINESS OF THAT MOMENT WHEN HER SOFT HAND'S TOUCH THRILLED THROUGH HIS FRAME AND HER SILVERY VOICE WAS WHISPERING TENDERNESS IN HIS EAR,13.29,37,206,1993
/content/drive/MyDrive/RealTime-ASR-Project/dataset/cleaned/1993-147149-0019.wav,DON'T JEM PLEASE DON'T WHISPERED SHE AGAIN BELIEVING THAT HIS SILENCE WAS ONLY ANOTHER FORM OF GRIEF,6.96,17,100,1993
/content/drive/MyDrive/RealTime-ASR-Project/dataset/cleaned/1993-147149-0020.wav,MARY I ALMOST LOATHE MYSELF WHEN I FEEL I WOULD NOT GIVE UP THIS MINUTE WHEN MY BROTHERS LIE DEAD AND FATHER AND MOTHER ARE IN SUCH TROUBLE FOR ALL MY LIFE THAT'S PAST AND GONE AND MARY AS SHE TRIED TO RELEASE HER HAND YOU KNOW WHAT MAKES ME FEEL SO BLESSED,16.98,53,257,1993
/content/drive/MyDrive/RealTime-ASR-Project/dataset/cleaned/1993-147149-0021.wav,HE REMAINED UP STAIRS UNTIL AFTER THE EARLY DAWN SHOWED MARY THAT SHE NEED HAVE NO FEAR OF GOING HOME THROUGH THE DESERTED AND QUIET STREETS TO TRY AND GET A LITTLE SLEEP BEFORE WORK HOUR,10.49,36,187,1993
/content/drive/MyDrive/RealTime-ASR-Project/dataset/cleaned/1993-147149-0022.wav,SO LEAVING KIND MESSAGES TO GEORGE AND JANE WILSON AND HESITATING WHETHER SHE MIGHT DARE TO SEND A FEW KIND WORDS TO JEM AND DECIDING THAT SHE HAD BETTER NOT SHE STEPPED OUT INTO THE BRIGHT MORNING LIGHT SO FRESH A CONTRAST TO THE DARKENED ROOM WHERE DEATH HAD BEEN,16.54,50,265,1993
/content/drive/MyDrive/RealTime-ASR-Project/dataset/cleaned/1993-147149-0023.wav,HER THOUGHTS RAN ON JEM'S MANNER AND WORDS NOT BUT WHAT SHE HAD KNOWN THE TALE THEY TOLD FOR MANY A DAY BUT STILL SHE WISHED HE HAD NOT PUT IT SO PLAINLY,10.7,33,153,1993
/content/drive/MyDrive/RealTime-ASR-Project/dataset/cleaned/1993-147149-0024.wav,I CANNOT THINK WHAT POSSESSES ME THAT I MUST ALWAYS BE WANTING TO COMFORT HIM WHEN HE'S DOWNCAST AND THAT I MUST GO MEDDLING WI HIM TO NIGHT WHEN SURE ENOUGH IT WAS HIS AUNT'S PLACE TO SPEAK TO HIM,11.69,40,197,1993
/content/drive/MyDrive/RealTime-ASR-Project/dataset/cleaned/1993-147149-0025.wav,I THINK I CANNOT GO RIGHT FOR I EITHER CHECK MYSELF TILL I'M DOWNRIGHT CROSS TO HIM OR ELSE I SPEAK JUST NATURAL AND THAT'S TOO KIND AND TENDER BY HALF,9.645,31,151,1993
/content/drive/MyDrive/RealTime-ASR-Project/dataset/cleaned/1993-147149-0026.wav,BUT WILL HE THANK ME FOR IT,2.255,7,27,1993
/content/drive/MyDrive/RealTime-ASR-Project/dataset/cleaned/1993-147149-0027.wav,THERE WAS SOMETHING OF KEEN PRACTICAL SHREWDNESS ABOUT HER WHICH CONTRASTED VERY BEWITCHINGLY WITH THE SIMPLE FOOLISH UNWORLDLY IDEAS SHE HAD PICKED UP FROM THE ROMANCES WHICH MISS SIMMONDS YOUNG LADIES WERE IN THE HABIT OF RECOMMENDING TO EACH OTHER YES,16.9,41,254,1993
/content/drive/MyDrive/RealTime-ASR-Project/dataset/cleaned/1993-147149-0028.wav,THE OLD LEAVEN INFUSED YEARS AGO BY HER AUNT ESTHER FERMENTED IN HER LITTLE BOSOM AND PERHAPS ALL THE MORE FOR HER FATHER'S AVERSION TO THE RICH AND THE GENTLE,10.17,30,159,1993
/content/drive/MyDrive/RealTime-ASR-Project/dataset/cleaned/1993-147149-0029.wav,IT WAS A COMFORT TO HER WHEN SCOLDED BY MISS SIMMONDS TO THINK OF THE DAY WHEN SHE WOULD DRIVE UP TO THE DOOR IN HER OWN CARRIAGE TO ORDER HER GOWNS FROM THE HASTY TEMPERED YET KIND DRESSMAKER,11.665,39,192,1993
/content/drive/MyDrive/RealTime-ASR-Project/dataset/cleaned/1993-147149-0030.wav,BUT THE BEST OF HER PLANS THE HOLIEST THAT WHICH IN SOME MEASURE REDEEMED THE VANITY OF THE REST WERE THOSE RELATING TO HER FATHER HER DEAR FATHER NOW OPPRESSED WITH CARE AND ALWAYS A DISHEARTENED GLOOMY PERSON,15.52,38,210,1993
/content/drive/MyDrive/RealTime-ASR-Project/dataset/cleaned/1993-147964-0000.wav,THEY SAT ABOUT THE HOUSE MOST OF THE DAY AS IF IT WERE SUNDAY GREASING THEIR BOOTS MENDING THEIR SUSPENDERS PLAITING WHIPLASHES,8.42,22,127,1993
/content/drive/MyDrive/RealTime-ASR-Project/dataset/cleaned/1993-147964-0001.wav,ANYWAY HE WOULD NEVER ALLOW ONE OF HIS HORSES TO BE PUT TO SUCH A STRAIN,4.75,16,72,1993
/content/drive/MyDrive/RealTime-ASR-Project/dataset/cleaned/1993-147964-0002.wav,I HAD WANTED TO GET SOME PICTURE BOOKS FOR YULKA AND ANTONIA EVEN YULKA WAS ABLE TO READ A LITTLE NOW,6.33,21,101,1993
/content/drive/MyDrive/RealTime-ASR-Project/dataset/cleaned/1993-147964-0003.wav,SHE CUT SQUARES OF COTTON CLOTH AND WE SEWED THEM TOGETHER INTO A BOOK,4.685,14,70,1993
